isolate_id,genotype,collection_time,zoe_genotype,location,profile_lab,PB2,PB1,PA,HA,NP,NA,MP,NS,genotypenew
EPI_ISL_18033205,H5N1/2022/R13,2023.299,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033206,H5N1/2022/R13,2023.299,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710053,H5N1/2022/R13,2023.301,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122425,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716780,H5N1/2022/R13,2023.329,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17650916,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17650917,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17650918,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17656637,H5N1/2022/R13,2023.353,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17982393,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075770,H5N1/2022/R13,2023.2,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033235,H5N1/2022/R13,2023.408,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17470107,H5N1/2022/R13,2023.255,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17470108,H5N1/2022/R13,2023.255,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716814,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075151,H5N1/2022/R13,2023.208,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17679736,H5N1/2022/R13,2023.214,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17606260,H5N1/2022/R13,2023.219,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_16507095,H5N1/2022/R13,2022.816,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716815,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716816,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17774570,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033209,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_15069401,H5N1/2022/R13,2022.611,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033210,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_15088296,H5N1/2022/R13,2022.63,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033211,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710036,H5N1/2022/R13,2023.312,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033208,H5N1/2022/R13,2023.312,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075705,H5N1/2022/R13,2023.312,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075706,H5N1/2022/R13,2023.312,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_16985112,H5N1/2022/R13,2022.978,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716072,H5N1/2022/R13,2023.318,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033214,H5N1/2022/R13,2023.318,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17657734,H5N1/2022/R13,2023.321,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710026,H5N1/2022/R13,2023.321,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710027,H5N1/2022/R13,2023.321,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710043,H5N1/2022/R13,2023.321,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033213,H5N1/2022/R13,2023.321,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033216,H5N1/2022/R13,2023.321,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17626169,H5N1/2022/R13,2023.323,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17626170,H5N1/2022/R13,2023.323,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17626171,H5N1/2022/R13,2023.326,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033215,H5N1/2022/R13,2023.326,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18161874,H5N1/2022/R13,2023.512,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17791392,H5N1/2022/R13,2023.329,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033218,H5N1/2022/R13,2023.329,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17650920,H5N1/2022/R13,2023.332,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17650919,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17774062,H5N1/2022/R13,2023.2,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716810,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122427,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716812,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716813,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17650921,H5N1/2022/R13,2023.332,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710029,H5N1/2022/R13,2023.332,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033217,H5N1/2022/R13,2023.332,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710045,H5N1/2022/R13,2023.334,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710047,H5N1/2022/R13,2023.334,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710048,H5N1/2022/R13,2023.334,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710055,H5N1/2022/R13,2023.334,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716074,H5N1/2022/R13,2023.334,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716817,H5N1/2022/R13,2023.334,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716818,H5N1/2022/R13,2023.334,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716819,H5N1/2022/R13,2023.334,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716075,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716077,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17584811,H5N1/2022/R13,2023.274,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17584812,H5N1/2022/R13,2023.274,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716822,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059552,H5N1/2022/R13,2023.501,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780485,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075711,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075712,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821073,H5N1/2022/R13,2023.419,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17884627,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17996133,H5N1/2022/R13,2023.422,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033219,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033221,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033222,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17736649,H5N1/2022/R13,2023.342,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17831040,H5N1/2022/R13,2023.345,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710030,H5N1/2022/R13,2023.348,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_15585748,H5N1/2022/R13,2022.756,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985402,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033220,H5N1/2022/R13,2023.348,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033231,H5N1/2022/R13,2023.348,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17831138,H5N1/2022/R13,2023.351,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17831139,H5N1/2022/R13,2023.351,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716065,H5N1/2022/R13,2023.197,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710050,H5N1/2022/R13,2023.279,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_13782459,H5N1/2022/R13,2022.452,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_14494796,H5N1/2022/R13,2022.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122443,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710034,H5N1/2022/R13,2023.282,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17774224,H5N1/2022/R13,2023.282,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075716,H5N1/2022/R13,2023.43,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075144,H5N1/2022/R13,2023.178,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075717,H5N1/2022/R13,2023.43,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075731,H5N1/2022/R13,2023.178,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17982387,H5N1/2022/R13,2023.436,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033225,H5N1/2022/R13,2023.353,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033226,H5N1/2022/R13,2023.353,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033227,H5N1/2022/R13,2023.353,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716824,H5N1/2022/R13,2023.356,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18131280,H5N1/2022/R13,2023.589,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17831133,H5N1/2022/R13,2023.356,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033228,H5N1/2022/R13,2023.356,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033229,H5N1/2022/R13,2023.356,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033230,H5N1/2022/R13,2023.356,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059061,H5N1/2022/R13,2023.529,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010497,H5N1/2022/R13,2023.447,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780482,H5N1/2022/R13,2023.378,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075719,H5N1/2022/R13,2023.452,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17982390,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059066,H5N1/2022/R13,2023.529,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17982392,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011064,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985396,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985397,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985398,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985399,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18058689,H5N1/2022/R13,2023.359,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985401,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821078,H5N1/2022/R13,2023.397,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17884625,H5N1/2022/R13,2023.397,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17996130,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17996131,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17996132,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033223,H5N1/2022/R13,2023.351,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716827,H5N1/2022/R13,2023.367,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716828,H5N1/2022/R13,2023.367,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010406,H5N1/2022/R13,2023.367,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17831137,H5N1/2022/R13,2023.37,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033233,H5N1/2022/R13,2023.37,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17732338,H5N1/2022/R13,2023.373,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123722,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985407,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780484,H5N1/2022/R13,2023.373,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985409,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122432,H5N1/2022/R13,2023.542,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17831136,H5N1/2022/R13,2023.373,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065329,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033237,H5N1/2022/R13,2023.375,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780474,H5N1/2022/R13,2023.378,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780475,H5N1/2022/R13,2023.378,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780476,H5N1/2022/R13,2023.378,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780477,H5N1/2022/R13,2023.378,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17409677,H5N1/2022/R13,2023.233,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780479,H5N1/2022/R13,2023.378,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780480,H5N1/2022/R13,2023.378,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17780481,H5N1/2022/R13,2023.378,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075710,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17606757,H5N1/2022/R13,2023.238,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075707,H5N1/2022/R13,2023.381,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17880914,H5N1/2022/R13,2023.238,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821057,H5N1/2022/R13,2023.386,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17791552,H5N1/2022/R13,2023.389,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18058694,H5N1/2022/R13,2023.389,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821064,H5N1/2022/R13,2023.392,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821065,H5N1/2022/R13,2023.392,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821079,H5N1/2022/R13,2023.392,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17971921,H5N1/2022/R13,2023.395,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821069,H5N1/2022/R13,2023.397,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18076031,H5N1/2022/R13,2023.512,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710040,H5N1/2022/R13,2023.348,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821059,H5N1/2022/R13,2023.403,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821071,H5N1/2022/R13,2023.403,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821076,H5N1/2022/R13,2023.403,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716826,H5N1/2022/R13,2023.367,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17971919,H5N1/2022/R13,2023.403,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17971920,H5N1/2022/R13,2023.403,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17971922,H5N1/2022/R13,2023.408,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17971923,H5N1/2022/R13,2023.408,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17470106,H5N1/2022/R13,2023.255,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065346,H5N1/2022/R13,2023.49,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075708,H5N1/2022/R13,2023.408,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033239,H5N1/2022/R13,2023.411,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033242,H5N1/2022/R13,2023.411,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821063,H5N1/2022/R13,2023.414,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18013311,H5N1/2022/R13,2023.414,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18013312,H5N1/2022/R13,2023.414,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010927,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821066,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821067,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821075,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010489,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010492,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716820,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17716821,H5N1/2022/R13,2023.34,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17267143,H5N1/2022/R13,2023.162,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18131276,H5N1/2022/R13,2023.586,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059062,H5N1/2022/R13,2023.529,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059050,H5N1/2022/R13,2023.504,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112325,H5N1/2022/R13,2023.504,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010933,H5N1/2022/R13,2023.51,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17821074,H5N1/2022/R13,2023.419,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112328,H5N1/2022/R13,2023.529,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010407,H5N1/2022/R13,2023.425,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010487,H5N1/2022/R13,2023.425,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18013310,H5N1/2022/R13,2023.425,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18058692,H5N1/2022/R13,2023.425,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18058695,H5N1/2022/R13,2023.425,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075713,H5N1/2022/R13,2023.425,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122423,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122424,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011225,H5N1/2022/R13,2023.515,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011226,H5N1/2022/R13,2023.515,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075714,H5N1/2022/R13,2023.425,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_15878541,H5N1/2022/R13,2022.795,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075141,H5N1/2022/R13,2023.178,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710049,H5N1/2022/R13,2023.279,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17625763,H5N1/2022/R13,2023.282,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17679730,H5N1/2022/R13,2023.282,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
