genotype	PB2	PB1	PA	NP	NAseg	MP	NS	x	name	label_name	Newgenotype
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17716819|Avian|H5N1|2023.334|Europe|A/black-headed_gull/Czech_Republic/6947-4/2023	A/black-headed_gull/Czech_Republic/6947-4/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17584814|Avian|H5N1|2023.274|Europe|A/black-headed_gull/Czech_Republic/5452-2/2023	A/black-headed_gull/Czech_Republic/5452-2/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17584815|Avian|H5N1|2023.274|Europe|A/black-headed_gull/Czech_Republic/5452-3/2023	A/black-headed_gull/Czech_Republic/5452-3/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17716822|Avian|H5N1|2023.340|Europe|A/turkey/Czech_Republic/7124-1/2023	A/turkey/Czech_Republic/7124-1/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17716823|Avian|H5N1|2023.340|Europe|A/turkey/Czech_Republic/7124-2/2023	A/turkey/Czech_Republic/7124-2/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17716824|Avian|H5N1|2023.356|Europe|A/black-headed_gull/Czech_Republic/7334-4/2023	A/black-headed_gull/Czech_Republic/7334-4/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17584819|Avian|H5N1|2023.277|Europe|A/black-headed_gull/Czech_Republic/5487-5/2023	A/black-headed_gull/Czech_Republic/5487-5/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17584820|Avian|H5N1|2023.279|Europe|A/black-headed_gull/Czech_Republic/5695-1/2023	A/black-headed_gull/Czech_Republic/5695-1/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18058688|Avian|H5N1|2023.236|Europe|A/black-headed_gull/Austria/23041151-001/2023	A/black-headed_gull/Austria/23041151-001/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17716828|Avian|H5N1|2023.367|Europe|A/peregrine_falcon/Czech_Republic/7459-3/2023	A/peregrine_falcon/Czech_Republic/7459-3/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17584823|Avian|H5N1|2023.279|Europe|A/black-headed_gull/Czech_Republic/5695-4/2023	A/black-headed_gull/Czech_Republic/5695-4/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18058694|Avian|H5N1|2023.389|Europe|A/common_tern/Austria/23067487-002/2023	A/common_tern/Austria/23067487-002/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17584825|Avian|H5N1|2023.279|Europe|A/black-headed_gull/Czech_Republic/5695-7/2023	A/black-headed_gull/Czech_Republic/5695-7/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17584826|Avian|H5N1|2023.279|Europe|A/black-headed_gull/Czech_Republic/5695-8/2023	A/black-headed_gull/Czech_Republic/5695-8/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17732338|Avian|H5N1|2023.373|Europe|A/peregrine_falcon/Czech_Republic/7735-1/2023	A/peregrine_falcon/Czech_Republic/7735-1/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17732339|Avian|H5N1|2023.373|Europe|A/peregrine_falcon/Czech_Republic/7735-2/2023	A/peregrine_falcon/Czech_Republic/7735-2/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17732340|Avian|H5N1|2023.373|Europe|A/peregrine_falcon/Czech_Republic/7735-2_chymus/2023	A/peregrine_falcon/Czech_Republic/7735-2_chymus/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17736649|Human|H5N1|2023.342|Europe|A/England/231990002/2023	A/England/231990002/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17821057|Avian|H5N1|2023.386|Europe|A/Black-headed_Gull/Netherlands/72/2023	A/Black-headed_Gull/Netherlands/72/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17606755|Mammal|H5N1|2023.197|Europe|A/Vulpes_vulpes/Belgium/02359_0002/2023	A/Vulpes_vulpes/Belgium/02359_0002/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010932|Avian|H5N1|2023.477|Europe|A/Sandwich_Tern/Netherlands/9/2023	A/Sandwich_Tern/Netherlands/9/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17606757|Mammal|H5N1|2023.238|Europe|A/Vulpes_vulpes/Belgium/03117_0001/2023	A/Vulpes_vulpes/Belgium/03117_0001/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17774224|Mammal|H5N1|2023.282|Europe|A/Vulpes_Vulpes/Belgium/03703_0001/2023	A/Vulpes_Vulpes/Belgium/03703_0001/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18059058|Avian|H5N1|2023.532|Europe|A/Common_Tern/Netherlands/20/2023	A/Common_Tern/Netherlands/20/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_16984685|Avian|H5N1|2022.989|Europe|A/Chroicocephalus_ridibundus/Belgium/00132_0002/2022	A/Chroicocephalus_ridibundus/Belgium/00132_0002/2022_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18122438|Canine|H5N1|2023.559|Europe|A/arctic-fox/Finland/620/2023	A/arctic-fox/Finland/620/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18059061|Avian|H5N1|2023.529|Europe|A/Common_Tern/Netherlands/22/2023	A/Common_Tern/Netherlands/22/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17626164|Avian|H5N1|2023.290|Europe|A/Black-headed_gull/Netherlands/37/2023	A/Black-headed_gull/Netherlands/37/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18011099|Ferret|H5N1|2023.521|Europe|A/mink/Finland/512-23/2023	A/mink/Finland/512-23/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18059064|Avian|H5N1|2023.529|Europe|A/Common_Tern/Netherlands/25/2023	A/Common_Tern/Netherlands/25/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010488|Avian|H5N1|2023.444|Europe|A/Black-Headed_Gull/England/328624/2023	A/Black-Headed_Gull/England/328624/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18112331|Avian|H5N1|2023.540|Europe|A/chicken/Jersey/095598/2023	A/chicken/Jersey/095598/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010493|Avian|H5N1|2023.416|Europe|A/Peregrine_Falcon/England/260452/2023	A/Peregrine_Falcon/England/260452/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17626171|Avian|H5N1|2023.326|Europe|A/Black-headed_gull/Netherlands/44/2023	A/Black-headed_gull/Netherlands/44/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17780474|Avian|H5N1|2023.378|Europe|A/Black-headed_Gull/Netherlands/60/2023	A/Black-headed_Gull/Netherlands/60/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18064619|Avian|H5N1|2023.359|Europe|A/Mediterranean_Gull/Netherlands/2/2023	A/Mediterranean_Gull/Netherlands/2/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010496|Avian|H5N1|2023.430|Europe|A/Herring_Gull/England/260576/2023	A/Herring_Gull/England/260576/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18064622|Avian|H5N1|2023.359|Europe|A/Black-headed_Gull/Netherlands/57/2023	A/Black-headed_Gull/Netherlands/57/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18065329|Avian|H5N1|2023.466|Europe|A/sandwich_tern/England/086895/2023	A/sandwich_tern/England/086895/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17780479|Avian|H5N1|2023.378|Europe|A/Black-headed_Gull/Netherlands/65/2023	A/Black-headed_Gull/Netherlands/65/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18065330|Avian|H5N1|2023.466|Europe|A/sandwich_tern/England/086897/2023	A/sandwich_tern/England/086897/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18075716|Avian|H5N1|2023.430|Europe|A/sandwich_tern/Spain/2740-23-2023_23VIR6502-23/2023	A/sandwich_tern/Spain/2740-23-2023_23VIR6502-23/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18118723|Avian|H5N1|2023.551|Europe|A/Black-headed_Gull/Netherlands/116/2023	A/Black-headed_Gull/Netherlands/116/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18065334|Avian|H5N1|2023.488|Europe|A/common_tern/Wales/089438/2023	A/common_tern/Wales/089438/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18075718|Avian|H5N1|2023.433|Europe|A/common_tern/Spain/2774-12-2023_23VIR6502-25/2023	A/common_tern/Spain/2774-12-2023_23VIR6502-25/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17780485|Avian|H5N1|2023.340|Europe|A/Black-headed_Gull/Netherlands/67/2023	A/Black-headed_Gull/Netherlands/67/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18065336|Avian|H5N1|2023.496|Europe|A/chicken/England/089934/2023	A/chicken/England/089934/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18123935|Canine|H5N1|2023.559|Europe|A/arctic-fox/Finland/615/2023	A/arctic-fox/Finland/615/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18065339|Avian|H5N1|2023.515|Europe|A/Chicken/Scotland/092731/2023	A/Chicken/Scotland/092731/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010921|Avian|H5N1|2023.474|Europe|A/Black-headed_Gull/Netherlands/98/2023	A/Black-headed_Gull/Netherlands/98/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010923|Avian|H5N1|2023.493|Europe|A/Common_Tern/Netherlands/14/2023	A/Common_Tern/Netherlands/14/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18065342|Avian|H5N1|2023.556|Europe|A/domestic_duck/England/097245/2023	A/domestic_duck/England/097245/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17679730|Avian|H5N1|2023.282|Europe|A/turkey/Italy/23VIR3520-1/2023	A/turkey/Italy/23VIR3520-1/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18123943|Avian|H5N1|2023.548|Europe|A/black-headed-gull/Finland/8243/2023	A/black-headed-gull/Finland/8243/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010926|Avian|H5N1|2023.474|Europe|A/Lesser_black-backed_Gull/Netherlands/5/2023	A/Lesser_black-backed_Gull/Netherlands/5/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18033212|Avian|H5N1|2023.307|Europe|A/black-headed_gull/Poland/MB148/2023	A/black-headed_gull/Poland/MB148/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010928|Avian|H5N1|2023.493|Europe|A/Lesser_black-backed_Gull/Netherlands/7/2023	A/Lesser_black-backed_Gull/Netherlands/7/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17821042|Avian|H5N1|2023.386|Europe|A/Black-headed_Gull/Netherlands/71/2023	A/Black-headed_Gull/Netherlands/71/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18076016|Avian|H5N1|2023.463|Europe|A/common_tern/Italy/23VIR6412-2/2023	A/common_tern/Italy/23VIR6412-2/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010931|Avian|H5N1|2023.477|Europe|A/Sandwich_Tern/Netherlands/8/2023	A/Sandwich_Tern/Netherlands/8/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18033217|Avian|H5N1|2023.332|Europe|A/black-headed_gull/Poland/MB156/2023	A/black-headed_gull/Poland/MB156/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18131276|Mammal|H5N1|2023.586|Europe|A/blue_fox/Finland/2023AI06820_015/2023	A/blue_fox/Finland/2023AI06820_015/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17821064|Avian|H5N1|2023.392|Europe|A/Black-headed_Gull/Netherlands/79/2023	A/Black-headed_Gull/Netherlands/79/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17821065|Avian|H5N1|2023.392|Europe|A/Black-headed_Gull/Netherlands/80/2023	A/Black-headed_Gull/Netherlands/80/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17821066|Avian|H5N1|2023.416|Europe|A/Caspian_gull/Netherlands/2/2023	A/Caspian_gull/Netherlands/2/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17267150|Avian|H5N1|2023.173|Europe|A/Black-headed_gull/Netherlands/21/2023	A/Black-headed_gull/Netherlands/21/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17821069|Avian|H5N1|2023.397|Europe|A/Common_Tern/Netherlands/3/2023	A/Common_Tern/Netherlands/3/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18161874|Human|H5N1|2023.512|Europe|A/England/232780677/2023	A/England/232780677/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18122441|Canine|H5N1|2023.548|Europe|A/fox/Finland/601/2023	A/fox/Finland/601/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18033226|Avian|H5N1|2023.353|Europe|A/common_tern/Poland/MB182-NJ/2023	A/common_tern/Poland/MB182-NJ/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18075705|Avian|H5N1|2023.312|Europe|A/parasitic_jaeger/Spain/2283-5-2023_23VIR6502-12/2023	A/parasitic_jaeger/Spain/2283-5-2023_23VIR6502-12/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18033227|Avian|H5N1|2023.353|Europe|A/black-headed_gull/Poland/MB185-NJ/2023	A/black-headed_gull/Poland/MB185-NJ/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17982387|Avian|H5N1|2023.436|Europe|A/Common_Tern/Netherlands/10/2023	A/Common_Tern/Netherlands/10/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18033230|Avian|H5N1|2023.356|Europe|A/mute_swan/Poland/MB203-NJ/2023	A/mute_swan/Poland/MB203-NJ/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17982389|Avian|H5N1|2023.436|Europe|A/Sandwich_Tern/Netherlands/3/2023	A/Sandwich_Tern/Netherlands/3/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18112335|Avian|H5N1|2023.518|Europe|A/black-headed_gull/England/402114/2023	A/black-headed_gull/England/402114/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18011228|Avian|H5N1|2023.523|Europe|A/black-headed_gull/Finland/7896_23VIR6803-14/2023	A/black-headed_gull/Finland/7896_23VIR6803-14/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18011229|Avian|H5N1|2023.523|Europe|A/black-headed_gull/Finland/7897_23VIR6803-15/2023	A/black-headed_gull/Finland/7897_23VIR6803-15/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18075713|Avian|H5N1|2023.425|Europe|A/common_tern/Spain/2713-21-2023_23VIR6502-20/2023	A/common_tern/Spain/2713-21-2023_23VIR6502-20/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18075714|Avian|H5N1|2023.425|Europe|A/common_tern/Spain/2713-24-2023_23VIR6502-21/2023	A/common_tern/Spain/2713-24-2023_23VIR6502-21/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17831040|Avian|H5N1|2023.345|Europe|A/Falco_peregrinus/Belgium/04695_0002/2023	A/Falco_peregrinus/Belgium/04695_0002/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17985397|Avian|H5N1|2023.455|Europe|A/Black-headed_Gull/Netherlands/86/2023	A/Black-headed_Gull/Netherlands/86/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18075715|Avian|H5N1|2023.425|Europe|A/sandwich_tern/Spain/2713-25-2023_23VIR6502-22/2023	A/sandwich_tern/Spain/2713-25-2023_23VIR6502-22/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_15088297|Avian|H5N1|2022.641|Europe|A/European_Herring_Gull/Netherlands/14/2022	A/European_Herring_Gull/Netherlands/14/2022_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18118727|Avian|H5N1|2023.570|Europe|A/Common_Tern/Netherlands/31/2023	A/Common_Tern/Netherlands/31/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18118729|Avian|H5N1|2023.570|Europe|A/Common_Tern/Netherlands/32/2023	A/Common_Tern/Netherlands/32/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18075725|Avian|H5N1|2023.463|Europe|A/sandwich_tern/Spain/2988-6-2023_23VIR6502-36/2023	A/sandwich_tern/Spain/2988-6-2023_23VIR6502-36/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17831139|Avian|H5N1|2023.351|Europe|A/Black-Headed_Gull/England/350135/2023	A/Black-Headed_Gull/England/350135/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18075731|Avian|H5N1|2023.178|Europe|A/black-headed_gull/Spain/1399-5-2023_23VIR6502-7/2023	A/black-headed_gull/Spain/1399-5-2023_23VIR6502-7/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18033206|Avian|H5N1|2023.299|Europe|A/black_headed_gull/Poland/MB142-T/2023	A/black_headed_gull/Poland/MB142-T/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17985406|Avian|H5N1|2023.466|Europe|A/Black-headed_Gull/Netherlands/96/2023	A/Black-headed_Gull/Netherlands/96/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17710047|Avian|H5N1|2023.334|Europe|A/Black-Headed_Gull/England/125713/2023	A/Black-Headed_Gull/England/125713/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17830874|Avian|H5N1|2023.293|Europe|A/Chroicocephalus_ridibundus/Belgium/03706_0003/2023	A/Chroicocephalus_ridibundus/Belgium/03706_0003/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18076011|Avian|H5N1|2023.501|Europe|A/common_tern/Italy/23VIR6437-3/2023	A/common_tern/Italy/23VIR6437-3/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_15579535|Avian|H5N1|2022.721|Europe|A/European_Herring_Gull/Netherlands/19/2022	A/European_Herring_Gull/Netherlands/19/2022_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18010927|Avian|H5N1|2023.493|Europe|A/Lesser_black-backed_Gull/Netherlands/6/2023	A/Lesser_black-backed_Gull/Netherlands/6/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17971921|Avian|H5N1|2023.395|Europe|A/Black-Headed_Gull/England/076101/2023	A/Black-Headed_Gull/England/076101/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18033214|Avian|H5N1|2023.318|Europe|A/black-headed_gull/Poland/MB150/2023	A/black-headed_gull/Poland/MB150/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18059050|Avian|H5N1|2023.504|Europe|A/Common_Tern/Netherlands/15/2023	A/Common_Tern/Netherlands/15/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18122431|Canine|H5N1|2023.542|Europe|A/arctic-fox/Finland/575/2023	A/arctic-fox/Finland/575/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17996135|Avian|H5N1|2023.441|Europe|A/sandwich_tern/Italy/23VIR5983/2023	A/sandwich_tern/Italy/23VIR5983/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17996136|Avian|H5N1|2023.474|Europe|A/sandwich_tern/Italy/23VIR5984/2023	A/sandwich_tern/Italy/23VIR5984/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17996137|Avian|H5N1|2023.466|Europe|A/sandwich_tern/Italy/23VIR5985/2023	A/sandwich_tern/Italy/23VIR5985/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_14494796|Canine|H5N1|2022.455|Europe|A/Vulpes_vulpes/Belgium/9031_0008/2022	A/Vulpes_vulpes/Belgium/9031_0008/2022_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18033221|Avian|H5N1|2023.340|Europe|A/black-headed_gull/Poland/MB168-M2/2023	A/black-headed_gull/Poland/MB168-M2/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_18112325|Avian|H5N1|2023.504|Europe|A/kittiwake/Scotland/092365/2023	A/kittiwake/Scotland/092365/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17774570|Mammal|H5N1|2023.310|Europe|A/Vulpes_Vulpes/Belgium/04016_0001/2023	A/Vulpes_Vulpes/Belgium/04016_0001/2023_{G25}	G6
G25	2.3.4.4b	2.3.4.4b	H13	H13	N1	2.3.4.4b	H13	598	EPI_ISL_17267152|Avian|H5N1|2023.167|Europe|A/Black-headed_gull/Netherlands/23/2023	A/Black-headed_gull/Netherlands/23/2023_{G25}	G6
